03_vazov_000|Одата „Кочо“ от цикъла „Епопея на забравените“ на Иван Вазов.
03_vazov_001|Този запис е за LibriVox и е обществено достояние.
03_vazov_002|Кочо
03_vazov_003|Защитата на Перущица.
03_vazov_004|O, движенье славно, о, мрачно движенье,
03_vazov_005|дни на борба горда, о, дни на паденье!
03_vazov_006|Епопея тъмна, непозната нам,
03_vazov_007|епопея, пълна с геройство и срам!
03_vazov_008|Храмът беше пълен с деца и невести, с въстаници бодри и бащи злочести,
03_vazov_009|които борбата в тез зидове сбра.
03_vazov_010|Участта си всякой вече я разбра.
03_vazov_011|Врагът от три деня наоколо храма гърмеше отчаян. Ни страх, ни измама, ни бой, ни закани нямаха успех.
03_vazov_012|Борците държаха и никой от тех за сдаване срамно уста не отвори
03_vazov_013|и лицето първи да си опозори.
03_vazov_014|Оградата беше прилична на пещ задушена, пълна със въздух горещ и със дим барутен.
03_vazov_015|Свирепият глад издаваше вече своя вик познат.
03_vazov_016|Децата пищяха уплашени, бледни
03_vazov_017|пред майки убити и трупове ледни.
03_vazov_018|Борбата кипеше отвътре, отвън. Във всички очи пламтеше огън.
03_vazov_019|Болнави и здрави, богати, сюрмаси, русите главички и белите власи
03_vazov_020|зимаха участье в последния бой.
03_vazov_021|Майката мълвеше: „Чедо, Не се бой!“
03_vazov_022|и даваше сину напълнена пушка;
03_vazov_023|и старата баба, що едвам се люшка, носеше куршуми в свойта пола,
03_vazov_024|и мъжът, учуден, имаше крила:
03_vazov_025|отзади, до него, жена му любима гледаше азлъкът пупал дали има.
03_vazov_026|Децата пищяха като за пръв път чеваха гърмежи и гледаха кръв.
03_vazov_027|и боят кипеше отвътре, отвън.
03_vazov_028|Много борци хладни спяха вечен сън,
03_vazov_029|и димът беше гъстък, и смъртта не беше ни грозна, ни страшна, и кръвта шуртеше из женски гърди наместо млеко.
03_vazov_030|Лудост бе пламнала във всяко око.
03_vazov_031|Старците търчаха с ярост на лице
03_vazov_032|и търесеха пушки с трепетни ръце…
03_vazov_033|Отвън враговете диви, побеснели
03_vazov_034|сган башибозуци храма налетели —
03_vazov_035|фучаха, гърмяха, надаваха рев
03_vazov_036|и падаха мъртви във немощен гнев.
03_vazov_037|Главатарят техен, с кръв топла оквасен, на таз жътва дива гледаше безгласен,
03_vazov_038|и страхът неволно обзе му духът
03_vazov_039|пред тез раи слаби, що сееха смърт,
03_vazov_040|и вместо молби, плач пукаха куршуми.
03_vazov_041|Изведнъж далеко, на голите друми, войска се зададе с трясък, тичешком…
03_vazov_042|Сганта се зарадва, а в божия дом душите сетиха трепет и смущенье
03_vazov_043|като пред десница, що принася мщенье.
03_vazov_044|Битката утихна…Разредя димът,
03_vazov_045|и някой глас чу се, че ехти в шумът:
03_vazov_046|— Ний се бихме, братя, с башибозуци,
03_vazov_047|защото са мръсни, диви и хайдуци…
03_vazov_048|Ето, царска сила, да се предадем!
03_vazov_049|— Не щем! — Не! — Не бива! По-добре да мрем!
03_vazov_050|— Пушките си дайте!
03_vazov_051|— Не! Не! — Що да сторим?
03_vazov_052|— Да се покорим ли? — Мълчи! Да се борим!
03_vazov_053|— Предателят кой е?!
03_vazov_054|— Долу! — викат с бяс. —
03_vazov_055|Спогодба не става между тях и нас!
03_vazov_056|Една жена викна: „Чуйте! Срам)!“
03_vazov_057|и пушна към войската царска и падна бездушна,
03_vazov_058|и гърмът разклати смаяний народ!
03_vazov_059|Трепна всяко сърце и всякой живот,
03_vazov_060|огънят обхвана тия души горди.
03_vazov_061|— Да се не вдадеме на турските орди!
03_vazov_062|И гърмежът почна, и боят със гнев
03_vazov_063|подзе своя страшен и грабен напев,
03_vazov_064|но йоще по-страшно и йоще по-гробно.
03_vazov_065|и смъртта из храма фучеше злокобно.
03_vazov_066|Отчаянье мрачно ицата вапца,
03_vazov_067|майки не познаха своите деца, отвън срешу храма зяпнали пушкала
03_vazov_068|забълваха пламък и бомби, и хала!
03_vazov_069|и стените стари разлюляха с звук
03_vazov_070|кат внезапний вятър планинския бук
03_vazov_071|като тръс подземен многажди повторен.
03_vazov_072|изведнъж видяха там зидът съборен!
03_vazov_073|Перущице бедна, тнездо на гепои,
03_vazov_074|слава! Вечна слава на чедата твои,
03_vazov_075|на твоята пепел и на твоя гроб,
03_vazov_076|дето храбро падна въстаналий роб!
03_vazov_077|Слава теб, че ти се одържа до крайност
03_vazov_078|и бори се в пушек, и падна със сяйност.
03_vazov_079|Ти в борбата черна и пред турский гнев
03_vazov_080|издигна високо твоя свилен лев,
03_vazov_081|и глава не клюмна, и меча ни даде,
03_vazov_082|и твойта светиня срамно не предаде,
03_vazov_083|и нашта свобода ти я освети.
03_vazov_084|и за толкоз жъртви гордо отмъсти.
03_vazov_085|Поклон на теб, граде, пепелище прашно,
03_vazov_086|на борба юнашка свидетелство страшно!
03_vazov_087|Твойте чеда бяха силни в трудний час,
03_vazov_088|твойта гибел беше тържество за нас,
03_vazov_089|защото ти падна със падане ново
03_vazov_090|и в нашта исторйя тури светло слово.
03_vazov_091|Защото ти блесна в синия простор
03_vazov_092|след многото подлост, сред общий позо!
03_vazov_093|Защото пропадна и в гроб се халоса славно както Прага, както Сарагоса,
